time_secs,scrolling,mouse_clicks,e_legend_clicks,e_map_clicks,map_clicks,general_clicks,close_top_clicks,close_bottom_clicks,go_clicks,map_zoom,mouse_mov,key_presses,priority,order,user
30,0.0,0.0694676444444444,0.0347338666666666,0.0,0.0,0,0,0.0347337777777777,0.0,0.0,2.5781005333333336,0,1,0,1
15,0.5773333333333334,0.0666666666666666,0.0,0.0666666666666666,0.0,0,0,0.0,0.0,0.0,9.266666666666667,0,1,0,1
25,0.0,0.0841493333333333,0.0,0.0421359999999999,0.0,0,0,0.0020133333333333,0.04,0.0,13.5548,0,1,0,1
20,0.0,0.1073999999999999,0.0503333333333333,0.0034,0.0,0,0,0.0533333333333333,0.0003333333333333,0.0,10.8292,0,1,0,1
20,0.0,0.1007333333333333,0.0504,0.0,0.0,0,0,0.0503333333333333,0.0,0.0,9.5754,0,1,0,1
5,0.0,0.2,0.2,0.0,0.0,0,0,0.0,0.0,0.0,22.2,0,1,0,1
5,12.6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1,1
15,0.0,0.148,0.0066666666666666,0.068,0.0,0,0,0.0666666666666666,0.0066666666666666,0.0,12.584,0,1,0,1
5,0.0,0.2,0.0,0.2,0.0,0,0,0.0,0.0,0.0,29.0,0,1,1,1
25,0.0,0.0421493333333333,0.0,0.040136,0.0,0,0,0.0020133333333333,0.0,0.0,3.1386000000000003,0,1,1,1
20,0.0,0.1037333333333333,0.0,0.0534,0.0,0,0,0.0503333333333333,0.0,0.0,16.869999999999997,0,1,0,1
40,2.749206349206349e-08,0.0507620031746031,0.0,0.0250238603174603,0.0,0,0,0.0257143333333333,2.38095238095e-05,0.0,6.425479726984127,0,1,0,1
5,0.0,0.4,0.2,0.0,0.0,0,0,0.2,0.0,0.0,17.0,0,1,1,1
10,0.0,0.22,0.1,0.02,0.0,0,0,0.0,0.1,0.0,24.76,0,1,0,1
55,0.0,0.0367355613356708,0.0,0.0185456565733787,0.0,0,0,0.0181899047622921,0.0,0.0,4.377743694687561,0,1,1,1
20,0.0,0.1038,0.0504,0.0,0.0,0,0,0.0534,0.0,0.0,5.871,0,1,1,1
55,2.2215808882475547e-13,0.0003721273697226,0.0,8.2830210934e-06,0.0,0,0,0.0003638441562289,1.924001924001924e-10,0.0,0.033813539230117,0,1,0,1
30,3.84888888888e-05,0.0668044444444444,0.0,0.0334044444444444,0.0,0,0,6.66666666666e-05,0.0333333333333333,0.0,7.671617777777778,0,1,0,1
35,0.0,0.0286115707936507,0.0,3.82247619047e-05,0.0,0,0,0.028573346031746,0.0,0.0,3.2887034285714285,0,1,1,1
5,0.0,0.2,0.0,0.2,0.0,0,0,0.0,0.0,0.0,19.6,0,1,0,1
30,0.0,0.0361383111111111,0.0,0.0014045333333333,0.0,0,0,0.0334004444444444,0.0013333333333333,0.0,7.98516,0,1,0,1
15,0.0,0.076,0.008,0.0,0.0,0,0,0.068,0.0,0.0,6.42,0,1,1,1
15,0.0,0.288,0.0,0.068,0.2133333333333333,0,0,0.0,0.0066666666666666,0.0493333333333333,28.433333333333334,0,1,0,1
10,8.66,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1,1
35,1.0996825396e-06,0.0304801269841269,0.0,0.0009544126984126,0.0,0,0,0.0285733333333333,0.0009523809523809,0.0,4.01918907936508,0,1,0,1
20,0.0288666666666666,0.1033333333333333,0.0,0.0533333333333333,0.0,0,0,0.05,0.0,0.0,12.713333333333331,0,1,0,1
15,0.0,0.0746666666666666,0.0,0.068,0.0,0,0,0.0066666666666666,0.0,0.0,7.4,0,1,0,1
45,6.109347442680774e-10,0.0233502667372134,0.0,0.0227783080070546,0.0,0,0,0.0005714296296296,5.291005291005291e-07,0.0,5.9872328828218695,0,1,0,1
25,0.0011546666666666,0.0041333333333333,0.0,0.0021333333333333,0.0,0,0,2.0,0.0,0.0,4.148533333333334,0,1,0,1
10,0.0,0.12,0.0,0.02,0.0,0,0,0.1,0.0,0.0,25.5,0,1,1,1
40,0.0,0.0264543845079365,0.0,0.0257152889523809,0.0,0,0,0.0007381431746031,9.523809523809523e-07,0.0,5.538560828571429,0,1,0,1
50,0.0,0.0004562019486701,0.0,1.14290173121e-05,0.0,0,0,0.0004447725080776,4.232804232804233e-10,0.0,0.027350471479365,0,1,0,1
35,0.0,0.0296100723809523,0.0,0.028611558095238,6.1206349206e-06,0,0,0.0009542857142857,3.81079365079e-05,7.05701587301e-05,2.7257189206349204,0,1,0,1
5,0.0,0.2,0.0,0.2,0.0,0,0,0.0,0.0,0.0,36.0,0,1,0,1
20,0.0,0.2644,0.0,0.0534,0.1606666666666666,0,0,0.05,0.0003333333333333,1.852466666666667,16.121666666666666,0,1,0,1
45,0.0,0.0228100974335097,0.0,0.0005714508656084,0.0,0,0,0.02223862540388,2.1164021164021164e-08,0.0,1.367523573968254,0,1,0,1
10,0.0,0.32,0.0,0.02,0.2,0,0,0.0,0.1,0.74,45.5,0,1,0,1
25,0.0,0.084152,0.042016,0.0,0.0,0,0,0.0421359999999999,0.0,0.0,4.51484,0,1,1,1
10,0.0,0.22,0.12,0.0,0.0,0,0,0.1,0.0,0.0,12.62,0,1,0,1
50,0.0,0.0204558734618977,0.0,0.0200111115358306,0.0,0,0,0.000444761926067,0.0,0.0,0.7759032078158731,0,1,1,1
20,0.0,0.0537333333333333,0.0,0.0034,0.0,0,0,0.0503333333333333,0.0,0.0,8.465,0,1,1,1
30,0.0,0.0363525333333333,0.0,0.0014045333333333,0.0002142222222222,0,0,0.0334,0.0013337777777777,0.0024699555555555,4.400162222222222,0,1,0,1
25,0.0,0.090576,0.0,0.0421359999999999,0.0064266666666666,0,0,0.002,0.0400133333333333,0.0740986666666666,6.004866666666667,0,1,0,1
35,0.0,0.0581753828571428,0.0295638247619047,0.0,0.0,0,0,0.028611558095238,0.0,0.0,4.165252228571428,0,1,1,1
5,0.0,0.2,0.0,0.2,0.0,0,0,0.0,0.0,7.4,32.0,0,1,0,1
45,0.0,0.0005720055957671,0.0,1.58953100529e-05,3.4003527336860675e-09,0,0,0.0005560857142857,2.1171075837742503e-08,3.920564373897708e-08,0.3320698438447972,0,1,0,1
